customer_choice_number,universal_style_number,division_description,department_description,class_description,subclass_description,product_tag_category_group,product_tag_activity,product_tag_style,search_color,ga_superclass,ga_activity,price,average_rating,total_reviews,product_description,activity_description
841850012,841850,ATHLETA GIRLS,GIRLS SWIMWEAR,BIKINI,OVER THE SHOULDER,Swim Tops or One Pieces,,Swimwear,MULTI,swimwear,water,24.0,4.4,8.0,"Athleta Girls Swim Tops or One Pieces
Athleta Girl Reversible Textured Scoop Bikini Top
Color: MULTI (BEGONIA/ CASCADIA VT)
About Fit and Sizing: Fitted next to the body
Material details: 88% Recycled Nylon/12% Elastane
Fabric performance: UPF
Final Sale","FOR: Swim, surf, stand-up paddleboard, and all water sports; FEEL: Recycled Swim fabric is textured and stretchy; FAVE: Reversible for two looks in one
"
842241012,842241,WOMENS,APPAREL,JACKET-OTHER,LONG,Outerwear,,Jackets,BLACK,outerwear,all day active,129.99,4.4,151.0,"Womens Outerwear
Everyday Anorak
Color: BLACK (BLACK V2 (ARCHROMA))
About Fit and Sizing: Relaxed with room to move; Length hits above the knee; Body length in size medium: Regular: Front 38"" Back 41"" Petite: Front 36"" Back 39"" Tall: Front 40"" Back 43""
Material details: 100% Recycled Polyester
Fabric performance: Breathable; Water Repellant; Wind Resistant; Abrasion Resistant; UPF
Additional features: Pockets
","FOR: Commuting, work, and travel; FEEL: Recycled polyester fabrication is sleek with a soft hand-feel; FAVE: Adjustable bungee cords on hood and waist make your fit easy to customize ; Adjustable hem for a custom fit; Secure zip pockets to store your essentials
"
842338002,842338,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops; Tops,Yoga & Studio,Bras,PURPLE,intimates,studio,24.97,,,"Womens Bras or Support Tops; Tops
Transcend V-Neck Crop Bra A-C
Color: PURPLE (NOVA DYE SWALLOWTAIL)
Activity: Yoga & Studio
About Fit and Sizing: Designed for A-C cups
Material details: 80% Recycled Polyester/20% Lycra® Spandex
Final Sale","BEST FOR STUDIO: yoga + barre + pilates; IMPACT: Light-impact workouts, best for A-C cups; FEEL:  fabric with enhanced LYCRA® fiber is our lightest-feel yoga fabric for a barely there, yet fully covered sensation; FAVE: Second-skin fabric stretches to your body and maintains its shape
Yoga & Studio"
842338012,842338,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops; Tops,Yoga & Studio,Bras,GRAY,intimates,studio,34.99,,,"Womens Bras or Support Tops; Tops
Transcend V-Neck Crop Bra A-C
Color: GRAY (NOVA DYE STRATUS GREY)
Activity: Yoga & Studio
About Fit and Sizing: Designed for A-C cups
Material details: 80% Recycled Polyester/20% Lycra® Spandex
","BEST FOR STUDIO: yoga + barre + pilates; IMPACT: Light-impact workouts, best for A-C cups; FEEL:  fabric with enhanced LYCRA® fiber is our lightest-feel yoga fabric for a barely there, yet fully covered sensation; FAVE: Second-skin fabric stretches to your body and maintains its shape
Yoga & Studio"
842346002,842346,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops; Tops,Yoga & Studio,Bras,BLUE,intimates,studio,24.97,,,"Womens Bras or Support Tops; Tops
Transcend V-Neck Crop Bra D-DD
Color: BLUE (NOVA DYE SWALLOWTAIL)
Activity: Yoga & Studio
About Fit and Sizing: Designed for D-DD cups
Material details: 80% Recycled Polyester/20% Lycra® Spandex
Final Sale","BEST FOR STUDIO: yoga + barre + pilates; IMPACT: Light-impact workouts, best for D-DD cups; FEEL:  fabric with enhanced LYCRA® fiber is our lightest-feel yoga fabric for a barely there, yet fully covered sensation; FAVE: Second-skin fabric stretches to your body and maintains its shape
Yoga & Studio"
842421012,842421,WOMENS,APPAREL,JACKET-OTHER,LONG,Outerwear,,Jackets,BLACK,outerwear,all day active,209.3,4.6,111.0,"Womens Outerwear
Stellar Trench
Color: BLACK (BLACK V2 (ARCHROMA))
About Fit and Sizing: Semi-fitted, skims easily over the body; Length hits below the knee; Body length in size small: Regular: 41""
Material details: 73% Nylon/27% Lycra
","FOR: Commuting, work, and travel; FEEL: Italian Euroluxe fabric is smooth and structured with stretch; FAVE: Secure zip pockets to store your essentials
"
842434042,842434,ATHLETA GIRLS,GIRLS BOTTOMS,SHORTS,WOVEN,Bottoms,,Shorts,BLACK,bottoms,all day active,21.0,4.5,24.0,"Athleta Girls Bottoms
Athleta Girl On Your Mark 2.5"" Short
Color: BLACK (BLACK)
About Fit and Sizing: Semi-fitted, skims easily over the body; Inseam: 2.5""
Material details: 86% Recycled Polyester/14% Spandex
","FOR: School, practice, and play; FEEL: Featherweight Stretch is made with recycled polyester and feels light as air; FAVE: Fully adjustable neverending drawcord with inspiring mantra; Built-in briefs for coverage
"
842509012,842509,WOMENS,APPAREL,SLEEVELESS KNIT,HIP,Tops,Yoga & Studio,Active Tops; Tank,BLACK,tops,studio,39.2,4.6,16.0,"Womens Tops
Transcend Racerback Tank
Color: BLACK (BLACK)
Activity: Yoga & Studio
About Fit and Sizing: Fitted next to the body; High hip, sits at the high hip; Crew neck
Material details: 75% Nylon/25% Lycra®
Fabric performance: Breathable; Quick Dry; Stretch; UPF; Wicking
Collection: Transcend
","FOR: Yoga or studio practice; FEEL:  fabric with enhanced LYCRA® fiber is our lightest-feel yoga fabric for a barely there, yet fully covered sensation; FAVE: This elevated essential is great for layering
Yoga & Studio"
842509022,842509,WOMENS,APPAREL,SLEEVELESS KNIT,HIP,Tops,Yoga & Studio,Active Tops; Tank,WHITE,tops,studio,49.0,4.6,16.0,"Womens Tops
Transcend Racerback Tank
Color: WHITE (BRIGHT WHITE)
Activity: Yoga & Studio
About Fit and Sizing: Fitted next to the body; High hip, sits at the high hip; Crew neck
Material details: 75% Nylon/25% Lycra®
Fabric performance: Breathable; Quick Dry; Stretch; UPF; Wicking
Collection: Transcend
","FOR: Yoga or studio practice; FEEL:  fabric with enhanced LYCRA® fiber is our lightest-feel yoga fabric for a barely there, yet fully covered sensation; FAVE: This elevated essential is great for layering
Yoga & Studio"
842765012,842765,WOMENS,APPAREL,DRESS,KNIT OTHER,Dresses,Yoga & Studio,Dresses; Bodysuits,BLACK,dress,studio,89.0,4.5,45.0,"Womens Dresses
Salutation 7"" Bike Suit
Color: BLACK (BLACK)
Activity: Yoga & Studio
About Fit and Sizing: Fitted next to the body; Recommended for A-C cups; Inseam: Regular: 7"" Petite: 6"" Tall: 8.5""
Material details: Solid Colors: 75% Nylon/25% Lycra
Fabric performance: Breathable; Quick Dry; UPF; Wicking
Additional features: Pockets; Built-In Bra
Collection: Salutation
","FOR: Yoga or studio practice; FEEL: Powervita fabric is buttery soft with support that feels like a gentle hug; FAVE: Bonded side stash pockets hold your essentials; Internal shelf bra with removable pads for support and coverage
Yoga & Studio"
842765032,842765,WOMENS,APPAREL,DRESS,KNIT OTHER,Dresses,Yoga & Studio,Dresses; Bodysuits,GREEN,dress,studio,53.4,4.5,45.0,"Womens Dresses
Salutation 7"" Bike Suit
Color: GREEN (OXIDIZED GREEN)
Activity: Yoga & Studio
About Fit and Sizing: Fitted next to the body; Recommended for A-C cups; Inseam: Regular: 7"" Petite: 6"" Tall: 8.5""
Material details: Solid Colors: 75% Nylon/25% Lycra
Fabric performance: Breathable; Quick Dry; UPF; Wicking
Additional features: Pockets; Built-In Bra
Collection: Salutation
Final Sale","FOR: Yoga or studio practice; FEEL: Powervita fabric is buttery soft with support that feels like a gentle hug; FAVE: Bonded side stash pockets hold your essentials; Internal shelf bra with removable pads for support and coverage
Yoga & Studio"
842767012,842767,WOMENS,APPAREL,DRESS,WOVEN,Dresses,,Dresses,BLACK,dress,all day active,54.99,4.3,226.0,"Womens Dresses
Presidio Traveler Dress
Color: BLACK (BLACK)
About Fit and Sizing: Relaxed with room to move; Hits above the knee; Scoop neck; Body length in size medium: Regular: Front 37"" Back 39""
Material details: 86% Recycled Polyester/14% Spandex
Fabric performance: Breathable; Quick Dry; UPF; Wicking; Abrasion Resistant
Additional features: Pockets
Collection: Presidio
New to Sale","FOR: Commuting, work, and travel; FEEL: Featherweight Stretch is made with recycled polyester and feels light as air; FAVE: Easy-access pockets stash essentials
"
842768002,842768,WOMENS,APPAREL,DRESS,WOVEN,Dresses,,Dresses; Jumpsuits,GRAY,dress,all day active,84.99,4.1,205.0,"Womens Dresses
Avenue Jumpsuit
Color: GRAY (SHALE (19-3903 TCX))
About Fit and Sizing: Semi-fitted, skims easily over the body; One piece long romper; V-neck; Inseam: Regular/Plus: 28.5"" Petite: 26.5"" Tall: 31.5""
Material details: 86% Recycled Polyester/14% Spandex
Fabric performance: Breathable; Quick Dry; UPF; Wicking; Abrasion Resistant
Collection: Brooklyn
New to Sale","FOR: Commuting, work, and travel; FEEL: Featherweight Stretch is made with recycled polyester and feels light as air; FAVE: Drawcord can be tied at the waist for a custom fit
"
842768012,842768,WOMENS,APPAREL,DRESS,WOVEN,Dresses,,Dresses; Jumpsuits,BLUE,dress,all day active,84.99,4.1,205.0,"Womens Dresses
Avenue Jumpsuit
Color: BLUE (PINYON BLUE)
About Fit and Sizing: Semi-fitted, skims easily over the body; One piece long romper; V-neck; Inseam: Regular/Plus: 28.5"" Petite: 26.5"" Tall: 31.5""
Material details: 86% Recycled Polyester/14% Spandex
Fabric performance: Breathable; Quick Dry; UPF; Wicking; Abrasion Resistant
Collection: Brooklyn
New to Sale","FOR: Commuting, work, and travel; FEEL: Featherweight Stretch is made with recycled polyester and feels light as air; FAVE: Drawcord can be tied at the waist for a custom fit
"
842768022,842768,WOMENS,APPAREL,DRESS,WOVEN,Dresses,,Dresses; Jumpsuits,BLACK,dress,all day active,84.99,4.1,205.0,"Womens Dresses
Avenue Jumpsuit
Color: BLACK (BLACK)
About Fit and Sizing: Semi-fitted, skims easily over the body; One piece long romper; V-neck; Inseam: Regular/Plus: 28.5"" Petite: 26.5"" Tall: 31.5""
Material details: 86% Recycled Polyester/14% Spandex
Fabric performance: Breathable; Quick Dry; UPF; Wicking; Abrasion Resistant
Collection: Brooklyn
New to Sale","FOR: Commuting, work, and travel; FEEL: Featherweight Stretch is made with recycled polyester and feels light as air; FAVE: Drawcord can be tied at the waist for a custom fit
"
842770002,842770,WOMENS,APPAREL,DRESS,KNIT OTHER,Dresses,Yoga & Studio; ,Dresses,WHITE,dress,studio,115.0,4.5,51.0,"Womens Dresses
Transcend Dress
Color: WHITE (BRIGHT WHITE)
Activity: Yoga & Studio; 
About Fit and Sizing: Fitted next to the body; Hits above the knee; V-neck; Recommended for A-C cups
Material details: 75% Nylon/25% Lycra®
Fabric performance: Breathable; Quick Dry; Wicking; Stretch; UPF
Additional features: Built-In Shorts; Pockets
Collection: Transcend
Online Exclusive","FOR: Travel, vacation, or exploring your town or city; FEEL:  fabric with enhanced LYCRA® fiber is our lightest-feel yoga fabric for a barely there, yet fully covered sensation; FAVE: Built-in shorts for additional coverage with side stash pockets; Internal shelf bra with removable pads for support and coverage
Yoga & Studio; "
842770012,842770,WOMENS,APPAREL,DRESS,KNIT OTHER,Dresses,Yoga & Studio; ,Dresses,BLACK,dress,studio,115.0,4.5,51.0,"Womens Dresses
Transcend Dress
Color: BLACK (BLACK)
Activity: Yoga & Studio; 
About Fit and Sizing: Fitted next to the body; Hits above the knee; V-neck; Recommended for A-C cups
Material details: 75% Nylon/25% Lycra®
Fabric performance: Breathable; Quick Dry; Wicking; Stretch; UPF
Additional features: Built-In Shorts; Pockets
Collection: Transcend
Online Exclusive","FOR: Travel, vacation, or exploring your town or city; FEEL:  fabric with enhanced LYCRA® fiber is our lightest-feel yoga fabric for a barely there, yet fully covered sensation; FAVE: Built-in shorts for additional coverage with side stash pockets; Internal shelf bra with removable pads for support and coverage
Yoga & Studio; "
842888012,842888,WOMENS,APPAREL,DRESS,KNIT OTHER,Dresses,,Dresses,BEIGE,dress,all day active,89.0,4.4,488.0,"Womens Dresses
Essential Tee Dress
Color: BEIGE (ABALONE GREY)
About Fit and Sizing: Relaxed with room to move; Hits above the knee; Crew neck; Body length in size medium: Regular: 37"" Petite: 35"" Tall: 39""
Material details: 90% SUPIMA® Cotton/10% Elastane
Fabric performance: Breathable; UPF
Collection: Essential
","FOR: Commuting, work, and travel; FEEL: Lightweight SUPIMA® cotton fabrication; FAVE: High neckline for bra coverage
"
842918092,842918,WOMENS,APPAREL,SWEATSHIRT,HIP,Tops,,Active Tops; Sweatshirts,BLUE,tops,recover,79.0,4.6,198.0,"Womens Tops
Retroterry Crewneck Sweatshirt
Color: BLUE (DARK RINSE)
About Fit and Sizing: Relaxed with room to move; High hip, sits at the high hip; Crew neck; Body length in size medium: Regular: 23""
Material details: 93% Cotton/7% Spandex
Fabric performance: Breathable
Collection: Retroterry
","FOR: Commuting, work, and travel; FEEL: Breathable cotton with a soft, terry cloth interior; FAVE: Ribbed trim for extra mobility and comfort
"
843724002,843724,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops; Tops,Yoga & Studio,Bras,BLACK,intimates,studio,29.97,4.8,25.0,"Womens Bras or Support Tops; Tops
Elation V-Neck Rib Longline Bra A-C
Color: BLACK (BLACK)
Activity: Yoga & Studio
About Fit and Sizing: Designed for A-C cups; IMPACT: For light-impact workouts
Material details: 75% Nylon/25% Lycra
Fabric performance: Wicking; Quick Dry; Breathable; UPF
Additional features: Adjustable Straps; Convertible Straps
Collection: Elation
Final Sale","BEST FOR STUDIO: yoga + barre + pilates; FEEL: Super-soft Powervita rib fabric hugs the body; FAVE: Adjustable straps for custom fit
Yoga & Studio"
846042102,846042,WOMENS,APPAREL,SUPPORT TOPS,RACER BACK,Tops,,Support Tops; Tank,BEIGE,tops,all day active,59.0,4.4,192.0,"Womens Tops
Renew Built-In Bra Tank D-DD
Color: BEIGE (PYRITE)
About Fit and Sizing: Designed for D-DD cups; Fitted next to the body; Regular length, hits at low hip
Material details: Recycled Polyester
Fabric performance: Breathable; Wicking
Additional features: Built-In Bra
Collection: Renew
Online Exclusive","FOR: Commuting, work, and travel; FEEL: Seamless construction for maximum comfort and minimal chafing; FAVE: Built-in support; Built-in bra top
"
846042132,846042,WOMENS,APPAREL,SUPPORT TOPS,RACER BACK,Tops,,Support Tops; Tank,GREEN,tops,all day active,59.0,4.4,192.0,"Womens Tops
Renew Built-In Bra Tank D-DD
Color: GREEN (BAJA GREEN)
About Fit and Sizing: Designed for D-DD cups; Fitted next to the body; Regular length, hits at low hip
Material details: Recycled Polyester
Fabric performance: Breathable; Wicking
Additional features: Built-In Bra
Collection: Renew
New Color","FOR: Commuting, work, and travel; FEEL: Seamless construction for maximum comfort and minimal chafing; FAVE: Built-in support; Built-in bra top
"
846089002,846089,WOMENS,ACCESSORY,WATCH,FASHION,Accessories,Hike & Explore; Run & Train; Yoga & Studio; ; Travel & Commute,Watches,CLEAR,accessory,na,26.6,4.8,36.0,"Womens Accessories
Glowscreen SPF 40 By Supergoop
Color: CLEAR (CLEAR)
Activity: Hike & Explore; Run & Train; Yoga & Studio; ; Travel & Commute
About Fit and Sizing: 1.7 fl. oz./50 mL
Material details: Active Ingredients: Avobenzone 3%, Octisalate 5%, Octocrylene 10%
Fabric performance: UPF
Excluded from Promotion","A multitasking sunscreen with SPF 40. The sheer liquid texture gives your skin a healthy dose of pearlescence, to add instant, glowing protection with no visible glitz or glitter; Leaves a dewy layer and glowy finish; Adds a boost of hydration with a blend of hyaluronic acid and vitamin B5 that leaves skin naturally supple and dewy from the inside out
Hike & Explore; Run & Train; Yoga & Studio; ; Travel & Commute"
846130002,846130,WOMENS,ACCESSORY,GEAR,GEAR,Accessories,Run & Train,Accessories,BEIGE,accessory,train,38.5,4.9,31.0,"Womens Accessories
Bala Bangle 1 lb Weights by Bala
Color: BEIGE (SAND)
Activity: Run & Train
About Fit and Sizing: One size fits all - sized for every body; 1 lb weight per bangle
Material details: Spray equipment liberally with a natural cleaner and wipe with a cloth
Excluded from Promotion","FOR: Adding resistance training to any workout; FEEL: Comfortable on wrists or ankles; FAVE: Wear anywhere to help burn fat and build muscle
Run & Train"
847383002,847383,WOMENS,APPAREL,CAPRI KNIT,TIGHT/LEGGING,Bottoms,Yoga & Studio,Capris,GRAY,bottoms,studio,69.99,4.8,52.0,"Womens Bottoms
Salutation Stash High Rise Cinch Capri
Color: GRAY (SHALE)
Activity: Yoga & Studio
About Fit and Sizing: Fitted next to the body; High rise, sits at the natural waist; Capri, hits mid calf; Inseam: Regular/Plus: 21” Petite: 18.5” Tall: 23”
Material details: 75% Nylon/25% Lycra
Fabric performance: Wicking; Quick Dry; UPF
Additional features: Pockets
Collection: Salutation
","FOR: Yoga or studio practice; FEEL: Powervita fabric is buttery soft with support that feels like a gentle hug; FAVE: Side stash pockets to secure essentials; Your favorite tights just got better: same Powervita fabric, improved waistband, and less seams for a smooth and flattering fit
Yoga & Studio"
847554002,847554,WOMENS,ACCESSORY,GEAR,GEAR,Accessories,Run & Train,Accessories,GRAY,accessory,train,75.0,3.7,3.0,"Womens Accessories
Bala Jump Rope
Color: GRAY (CHARCOAL)
Activity: Run & Train
About Fit and Sizing: One size fits all
Material details: Spray equipment liberally with a natural cleaner and wipe with a cloth
Excluded from Promotion","A playground classic reimagined. Bala Rope uses ball bearings inside the handle to ensure each swing is as smooth as the last. With 1/2 LB weighted handles, you'll burn calories and improve endurance one jump at a time; Features an adjustable, replaceable rope; 1/2 LB silicone weighted handles allow for an added challenge and ergonomic grip; Ball bearings inside the handle provide a freer spin; Monochromatic rope and handles; Includes 1X Bala Rope
Run & Train"
848232012,848232,ATHLETA GIRLS,GIRLS TOPS,TOPS,S/S,Tops,,Active Tops; Short Sleeve,BLUE,tops,all day active,19.97,4.8,184.0,"Athleta Girls Tops
Athleta Girl With Ease Tee
Color: BLUE (OASIS BLUE)
About Fit and Sizing: Relaxed with room to move or layer; Body length in size medium: Regular: 21""
Material details: 56% Recycled Polyester/37% TENCEL™ Modal/7% Spandex
Collection: With Ease
Final Sale","FOR: School, practice, and play; FEEL: Lightweight, soft jersey fabric with slight stretch; FAVE: Easy fit allows for freedom of movement
"
849176012,849176,WOMENS,APPAREL,SHORT SLEEVE KNIT,HIP,Tops,,Active Tops; Short Sleeve,GREEN,tops,all day active,27.0,4.1,8.0,"Womens Tops
Essential Baby Tee
Color: GREEN (ASPEN OLIVE)
About Fit and Sizing: Fitted next to the body; High hip, sits at the high hip; Crew neck
Material details: 90% SUPIMA® Cotton/10% Elastane
Fabric performance: Breathable; Stretch
Collection: Essential
","FOR: Commuting, work, and travel; FEEL: Lightweight SUPIMA® cotton fabrication; FAVE: An everyday essential
"
850864052,850864,WOMENS,APPAREL,SHORT SLEEVE KNIT,LONG,Tops,Yoga & Studio,Active Tops; Short Sleeve,GRAY,tops,studio,49.0,,,"Womens Tops
With Ease Rib Tee
Color: GRAY (LIGHT GREY HEATHER)
Activity: Yoga & Studio
About Fit and Sizing: Relaxed with room to move; Covers your assets: longer length for more coverage
Material details: BREATHABLE: Airflow moves easily through the garment
Fabric performance: Breathable; Quick Dry; Wicking; UPF
Collection: Essence
","FOR: Yoga or studio practice; FEEL: Soft, premium-weight comfort with luxurious TENCEL fibers that drop beautifully; FAVE: Hydrogen odor-controlling yarns keep your favorite styles unstinkable and fresher for longer
Yoga & Studio"
850864062,850864,WOMENS,APPAREL,SHORT SLEEVE KNIT,LONG,Tops,Yoga & Studio,Active Tops; Short Sleeve,PURPLE,tops,studio,49.0,,,"Womens Tops
With Ease Rib Tee
Color: PURPLE (LILAC PURPLE (COLORO 1)
Activity: Yoga & Studio
About Fit and Sizing: Relaxed with room to move; Covers your assets: longer length for more coverage
Material details: BREATHABLE: Airflow moves easily through the garment
Fabric performance: Breathable; Quick Dry; Wicking; UPF
Collection: Essence
","FOR: Yoga or studio practice; FEEL: Soft, premium-weight comfort with luxurious TENCEL fibers that drop beautifully; FAVE: Hydrogen odor-controlling yarns keep your favorite styles unstinkable and fresher for longer
Yoga & Studio"
850878032,850878,WOMENS,APPAREL,DRESS,KNIT OTHER,Dresses,,Dresses,BLACK,dress,recover,69.97,4.3,175.0,"Womens Dresses
Seasoft Midi Dress
Color: BLACK (BLACK 1)
About Fit and Sizing: Relaxed with room to move; Midi, hits below the calf; Crew neck; Body length in size medium: Regular: 42""
Material details: 49% Polyester/43% TENCEL™ Modal/8% Elastane
Fabric performance: Breathable; Wrinkle Resistant
Collection: Seasoft
Final Sale","FOR: Commuting, work, and travel; FEEL: Smooth, cool-to-the-touch fabric drapes beautifully and offers lightweight warmth; FAVE: Drawcord can be tied at the waist for a custom fit
"
850879032,850879,WOMENS,APPAREL,DRESS,KNIT OTHER,Dresses,,Dresses,GREEN,dress,all day active,64.99,,,"Womens Dresses
Santorini Thera Rib Dress
Color: GREEN (ASPEN OLIVE)
About Fit and Sizing: Fitted at the top, flares at the waist; Hits above the knee; High neck
Material details: 97% TENCEL™ Modal/3% Spandex
Fabric performance: Breathable
Collection: Santorini
New to Sale","FOR: Commuting, work, and travel; FEEL: TENCEL™ Modal fabric is incredibly soft and lightweight; FAVE: High neckline for bra coverage
"
850906012,850906,WOMENS,APPAREL,SLEEVELESS KNIT,LONG,Tops,Yoga & Studio,Active Tops; Tank,GRAY,tops,studio,39.0,4.0,2.0,"Womens Tops
With Ease Open Back Rib Tank
Color: GRAY (SHALE (19-3903 TCX))
Activity: Yoga & Studio
About Fit and Sizing: Relaxed with room to move; Covers your assets: longer length for more coverage; Crew neck; Body length in size medium: Regular: 25""
Material details: 97% TENCEL™ Modal/3% Elastane
Fabric performance: UPF
Collection: With Ease
New to Sale","FOR: Yoga or studio practice; FEEL: Soft, premium-weight comfort with luxurious TENCEL™ fibers that drape beautifully; FAVE: Open back detail
Yoga & Studio"
850945002,850945,WOMENS,APPAREL,LONG SLEEVE KNIT,LONG,Tops,Run & Train,Active Tops; long sleeve tee,GREEN,tops,train,59.0,4.5,46.0,"Womens Tops
Ultimate Mesh Top
Color: GREEN (ASPEN OLIVE)
Activity: Run & Train
About Fit and Sizing: Relaxed with room to move; Regular length, hits at low hip; Crew neck; Body length in size medium: Regular: Front 26"" Back 27.5""
Material details: 73% Nylon/27% Spandex
Fabric performance: Breathable; Quick Dry; UPF
Collection: Ultimate
","FOR: Medium to high-impact workouts at the gym, studio, or outdoors; FEEL: Slick and lightweight fabrication; FAVE: Mesh back detail for airflow
Run & Train"
850945012,850945,WOMENS,APPAREL,LONG SLEEVE KNIT,LONG,Tops,Run & Train,Active Tops; long sleeve tee,WHITE,tops,train,59.0,4.5,46.0,"Womens Tops
Ultimate Mesh Top
Color: WHITE (BRIGHT WHITE)
Activity: Run & Train
About Fit and Sizing: Relaxed with room to move; Regular length, hits at low hip; Crew neck; Body length in size medium: Regular: Front 26"" Back 27.5""
Material details: 73% Nylon/27% Spandex
Fabric performance: Breathable; Quick Dry; UPF
Collection: Ultimate
","FOR: Medium to high-impact workouts at the gym, studio, or outdoors; FEEL: Slick and lightweight fabrication; FAVE: Mesh back detail for airflow
Run & Train"
850997012,850997,WOMENS,APPAREL,SLEEVELESS KNIT,CROP,Tops,Run & Train,Active Tops; Tank,GRAY,tops,train,36.0,5.0,2.0,"Womens Tops
Solar UPF Muscle Tank
Color: GRAY (HEATHER GREY)
Activity: Run & Train
About Fit and Sizing: Relaxed with room to move; Crop length, sits above the natural waist; Crew neck
Material details: 91% Recycled Polyester/9% Spandex
Fabric performance: UPF; Breathable; Quick Dry; Wicking
","FOR: Medium to high-impact workouts at the gym, studio, or outdoors; FEEL: Airy, knit fabric has perfect stretch and a smooth hand-feel; FAVE: Easy fit allows for freedom of movement
Run & Train"
851024012,851024,WOMENS,APPAREL,CAPRI KNIT,TIGHT/LEGGING,Bottoms,Yoga & Studio,Capris,BLACK,bottoms,studio,59.0,4.5,83.0,"Womens Bottoms
Elation Ultra High Rise Crop
Color: BLACK (BLACK)
Activity: Yoga & Studio
About Fit and Sizing: Fitted next to the body; Ultra high rise, sits above the natural waist; Capri, hits mid calf; Inseam: Regular/Plus: 16.5” Petite: 14.5” Tall: 19.5”
Material details: 75% Nylon/25% Lycra
Fabric performance: Wicking; Quick Dry; UPF
Collection: Elation
","FOR: Yoga or studio practice; FEEL: Powervita fabric is buttery soft with support that feels like a gentle hug; FAVE: Unpinchable three-layer waistband with mesh inner lining streamlines and supports
Yoga & Studio"
852298002,852298,WOMENS,APPAREL,SHORT SLEEVE KNIT,HIP,Tops,Yoga & Studio,Active Tops; Short Sleeve,GRAY,tops,studio,39.99,4.7,65.0,"Womens Tops
With Ease Cinch Tee
Color: GRAY (STORM CLOUD)
Activity: Yoga & Studio
About Fit and Sizing: Fitted next to the body; High hip, sits at the high hip; Crew neck
Material details: 56% Recycled Polyester/37% TENCEL™ Modal/7% Spandex
Fabric performance: UPF; Breathable; Quick Dry; Wicking
Collection: Essence
","FOR: Yoga or studio practice; FEEL: Soft, premium-weight comfort with luxurious TENCEL™ fibers that drape beautifully; FAVE: Cinched side detail for definition
Yoga & Studio"
852298012,852298,WOMENS,APPAREL,SHORT SLEEVE KNIT,HIP,Tops,Yoga & Studio,Active Tops; Short Sleeve,BLACK,tops,studio,39.99,4.7,65.0,"Womens Tops
With Ease Cinch Tee
Color: BLACK (BLACK)
Activity: Yoga & Studio
About Fit and Sizing: Fitted next to the body; High hip, sits at the high hip; Crew neck
Material details: 56% Recycled Polyester/37% TENCEL™ Modal/7% Spandex
Fabric performance: UPF; Breathable; Quick Dry; Wicking
Collection: Essence
","FOR: Yoga or studio practice; FEEL: Soft, premium-weight comfort with luxurious TENCEL™ fibers that drape beautifully; FAVE: Cinched side detail for definition
Yoga & Studio"
853964042,853964,WOMENS,APPAREL,LONG SLEEVE KNIT,HIP,Tops,,long sleeve tee; Active Tops; Shirts & Blouses,BLACK,tops,all day active,89.0,4.5,730.0,"Womens Tops
Ascent Seamless Turtleneck
Color: BLACK (BLACK)
About Fit and Sizing: Fitted next to the body; Regular length, hits at low hip; T-Neck; Body length in size medium: Regular: 22""
Material details: 55% Nylon/42% Wool/3% Spandex
Fabric performance: Breathable; UPF
Additional features: Thumbholes
Collection: Ascent
Best Seller","FOR: Commute, travel, hiking in cold weather climates; FEEL: New and improved Merino Wool yarn is ultra-soft and lightweight; FAVE: Pointelle stitching down the front for breathability; Close-to-body fit make it the perfect base layer; Light mesh structure on back facilitates ventilation
"
853965012,853965,WOMENS,APPAREL,LONG SLEEVE KNIT,HIP,Tops,,long sleeve tee; Active Tops; Shirts & Blouses,BLACK,tops,all day active,89.0,4.5,1591.0,"Womens Tops
Ascent Seamless Top
Color: BLACK (BLACK)
About Fit and Sizing: Fitted next to the body; Regular length, hits at low hip; Crew neck; Body length in size medium: Regular: 23""
Material details: 55% Nylon/42% Wool/3% Spandex
Fabric performance: Breathable; UPF
Additional features: Thumbholes
Collection: Ascent
Best Seller","FOR: Commute, travel, hiking in cold weather climates; FEEL: New and improved Merino Wool yarn is ultra-soft and lightweight; FAVE: Pointelle stitching down the front for breathability; Close-to-body fit make it the perfect base layer; Light mesh structure on back facilitates ventilation
"
853965022,853965,WOMENS,APPAREL,LONG SLEEVE KNIT,HIP,Tops,,long sleeve tee; Active Tops; Shirts & Blouses,WHITE,tops,all day active,89.0,4.5,1591.0,"Womens Tops
Ascent Seamless Top
Color: WHITE (MAGNOLIA WHITE)
About Fit and Sizing: Fitted next to the body; Regular length, hits at low hip; Crew neck; Body length in size medium: Regular: 23""
Material details: 55% Nylon/42% Wool/3% Spandex
Fabric performance: Breathable; UPF
Additional features: Thumbholes
Collection: Ascent
","FOR: Commute, travel, hiking in cold weather climates; FEEL: New and improved Merino Wool yarn is ultra-soft and lightweight; FAVE: Pointelle stitching down the front for breathability; Close-to-body fit make it the perfect base layer; Light mesh structure on back facilitates ventilation
"
